   181269.72,   153122.89;
   160957.76,   140739.26;
   149360.46,   145448.36;
   163922.06,   181498.84;
   142104.50,   159493.69;
   175572.74,   176845.87;
   179257.04,   149164.86;
   146887.62,   174618.26;
   162544.80,   140425.30;
   142386.42,   166071.37;
   149310.84,   177685.46;
   141345.23,   162829.75;
   182147.35,   169590.44;
   177467.59,   176409.74;
   143572.44,   150778.75;
   182942.43,   168174.75;
   145791.86,   147350.65;
   147624.32,   145291.82;
   140655.04,   160104.65;
   169310.73,   140300.76;
   145961.43,   146749.47;
   183956.85,   165935.97;
   161936.13,   139096.79;
   183309.36,   153624.19;
   140446.87,   162891.27;
   176591.07,   178165.97;
   184202.51,   165730.24;
   178996.64,   175993.54;
   168307.19,   139632.68;
   142021.15,   169790.56;
   160982.64,   183311.01;
   153512.10,   140649.33;
   184538.03,   156768.78;
   140736.68,   155414.63;
   179993.61,   146952.46;
   161227.10,   138395.40;
   171116.70,   139887.83;
   151310.59,   181138.11;
   144486.11,   175434.19;
   139703.36,   164759.75;
   175329.94,   180619.41;
   161063.78,   184433.11;
   140069.01,   167778.00;
   184632.89,   153196.24;
   139531.19,   155655.93;
   143555.08,   175230.51;
   184490.35,   169822.39;
   146010.96,   143949.81;
   157874.63,   184452.45;
   140000.33,   169074.04;
   163715.40,   184984.85;
   140626.62,   170820.75;
   165306.62,   137253.90;
   138530.59,   162905.10;
   147292.75,   179781.61;
   179706.81,   177961.87;
   141128.92,   172416.96;
   170904.28,   183989.52;
   156490.95,   137450.30;
   184559.19,   150556.53;
   169903.25,   184415.09;
   165679.06,   136763.46;
   181038.43,   144914.92;
   155754.48,   184829.78;
   143465.35,   145399.98;
   182436.65,   175712.81;
   186534.93,   154979.09;
   138908.09,   168813.74;
   187062.77,   156233.14;
   142062.08,   146587.12;
   166609.02,   186029.50;
   176428.02,   182259.25;
   171464.09,   184891.07;
   147199.28,   181433.33;
   187955.22,   160598.69;
   137554.76,   166412.19;
   185359.89,   149714.56;
   153933.49,   185211.78;
   171503.07,   137067.35;
   137693.55,   168004.35;
   148323.61,   182813.68;
   139513.25,   173138.32;
   155777.28,   135990.45;
   184240.76,   146812.55;
   184872.49,   174416.38;
   165752.22,   186988.15;
   152203.86,   137127.50;
   175169.83,   183943.18;
   146092.54,   181535.80;
   172032.19,   136594.79;
   173619.93,   184955.51;
   140420.21,   146745.95;
   185897.59,   173209.70;
   136103.27,   161026.37;
   142981.67,   178885.10;
   145675.51,   181467.26;
   146889.10,   139622.15;
   172991.70,   136705.32;
   145256.95,   181360.17;
   136917.90,   153670.69;
   154626.66,   135622.84;
   180542.45,   141333.64;
   154930.01,   135385.80;
   150759.47,   136918.70;
   150581.86,   185211.48;
   178820.79,   182574.79;
   155292.38,   187161.43;
   151723.72,   136305.18;
   142269.90,   142997.25;
   135793.75,   166166.45;
   146360.11,   183027.33;
   172717.11,   135852.26;
   161681.39,   133875.59;
   171562.05,   186797.50;
   136866.94,   151757.24;
   141380.43,   143732.28;
   144405.78,   181695.54;
   150357.49,   136426.44;
   135188.72,   157557.81;
   156057.48,   134239.13;
   166153.91,   188517.62;
   158524.58,   133680.83;
   136727.38,   171337.60;
   188363.41,   171257.93;
   135039.58,   156629.70;
   139434.43,   145324.98;
   189266.00,   152658.10;
   183643.93,   179567.67;
   190097.33,   155658.39;
   189005.91,   151683.14;
   134653.09,   157102.13;
   163576.77,   189260.07;
   136507.85,   172003.24;
   143458.80,   182032.11;
   167870.22,   188900.47;
   184506.95,   178966.51;
   135610.00,   170328.33;
   190485.65,   156057.45;
   135504.82,   151772.50;
   188096.78,   148233.98;
   186929.40,   146089.17;
   190603.65,   166861.07;
   170813.05,   188572.38;
   189606.58,   151600.35;
   161833.78,   132334.57;
   143227.16,   139669.50;
   191220.71,   158486.57;
   182822.42,   181622.49;
   142194.51,   181779.85;
   176902.14,   186270.35;
   150048.20,   187446.00;
   148792.03,   135201.61;
   169287.80,   189639.36;
   191810.27,   159398.00;
   147602.13,   186490.64;
   148819.50,   187275.43;
   178722.72,   136194.12;
   182956.84,   182771.31;
   140904.46,   181800.99;
   192431.72,   161026.09;
   189179.28,   147403.33;
   190663.44,   150766.42;
   182922.61,   183091.43;
   186186.41,   142660.38;
   188971.99,   146560.65;
   156751.87,   190768.53;
   133480.85,   169762.46;
   156101.80,   131489.85;
   159174.14,   191220.78;
   175374.31,   133661.02;
   132322.40,   157880.28;
   134732.29,   148753.55;
   157903.84,   130912.05;
   189509.57,   175471.14;
   190035.19,   174562.52;
   132526.22,   154393.50;
   132039.07,   165266.85;
   176598.95,   133755.72;
   165036.80,   130429.90;
   193059.90,   164970.61;
   192341.80,   168919.84;
   139651.32,   140364.20;
   135000.19,   175108.96;
   132619.79,   169586.79;
   187337.78,   142347.33;
   170334.34,   191312.83;
   138579.47,   181303.06;
   131119.17,   160343.59;
   134210.13,   174788.79;
   178018.24,   188434.78;
   175570.64,   189692.29;
   135732.34,   177756.55;
   168366.90,   130076.13;
   144582.54,   187146.06;
   139383.30,   182696.21;
   191991.14,   149646.46;
   152407.24,   191089.34;
   134464.22,   146439.56;
   175017.40,   131907.34;
   182233.68,   136150.73;
   153979.08,   130369.39;
   141422.20,   137125.76;
   140136.50,   184018.84;
   160380.19,   129136.03;
   135901.53,   179037.72;
   137797.04,   140619.30;
   135903.98,   143141.93;
   161720.68,   129000.68;
   141981.11,   136321.52;
   130433.68,   164437.59;
   170156.61,   129784.79;
   177819.34,   189559.88;
   193301.63,   170896.66;
   140683.69,   184997.85;
   139245.43,   138492.22;
   187757.70,   140740.83;
   138560.95,   183024.84;
   194686.41,   165894.52;
   138716.54,   138804.14;
   190272.93,   143956.33;
   154105.43,   192654.46;
   181599.32,   134440.42;
   161300.37,   193902.47;
   148108.60,   131555.10;
   153422.04,   129513.75;
   180929.86,   188360.40;
   169826.88,   193204.37;
   173035.00,   129887.12;
   190107.07,   143073.67;
   188287.65,   140439.44;
   136020.56,   141304.20;
   192985.59,   173944.41;
   195663.50,   159339.32;
   191108.51,   178046.06;
   138885.22,   184635.71;
   129484.06,   156229.13;
   130265.37,   170420.64;
   187336.63,   183757.97;
   178145.96,   131076.18;
   192751.74,   176390.53;
   153180.70,   128474.62;
   131610.28,   175166.44;
   173566.76,   128900.81;
   132342.43,   145028.75;
   141910.82,   188440.25;
   133930.26,   142236.86;
   128242.09,   162189.36;
   194089.82,   147668.22;
   193148.02,   145569.15;
   128388.67,   165799.50;
   154039.31,   194519.79;
   160935.88,   126603.89;
   150861.85,   128575.85;
   162717.12,   195654.84;
   134372.11,   141031.11;
   168032.66,   195263.22;
   130499.37,   174395.07;
   196767.88,   155697.88;
   197078.22,   164275.70;
   197282.03,   160798.23;
   195633.38,   150193.11;
   188312.67,   137597.25;
   137740.43,   185754.72;
   182586.55,   132404.52;
   166740.94,   126293.30;
   134048.96,   181693.62;
   134028.61,   181925.38;
   138797.77,   134958.89;
   158602.93,   126022.00;
   185761.77,   134357.04;
   155329.85,   126214.98;
   127348.49,   167382.49;
   131764.66,   142653.59;
   194392.78,   144675.01;
   136762.42,   186207.55;
   128240.96,   150136.22;
   163524.98,   197070.15;
   160208.82,   197099.87;
   146315.87,   128869.94;
   173745.06,   195412.72;
   198483.59,   158001.94;
   170658.73,   125869.01;
   196928.97,   172213.46;
   193434.45,   179972.50;
   146488.86,   128540.49;
   177577.53,   194141.37;
   163130.58,   197521.87;
   160278.49,   124741.14;
   135449.68,   136528.59;
   182305.12,   192082.53;
   149590.95,   195543.00;
   143228.70,   129775.32;
   136301.86,   187040.04;
   132367.97,   182358.52;
   137948.21,   188716.17;
   126125.74,   154301.76;
   190546.78,   185276.69;
   172106.53,   196911.90;
   150487.91,   125994.40;
   198659.98,   152702.18;
   132046.81,   182399.01;
   179410.52,   194282.62;
   130638.58,   180389.30;
   166880.19,   124115.79;
   181281.15,   128844.52;
   129620.56,   143387.53;
   191405.32,   137248.07;
   158871.55,   198537.86;
   181637.52,   128715.73;
   130177.03,   180460.49;
   196441.68,   144505.98;
   185377.81,   191215.54;
   177467.09,   126301.35;
   199924.40,   167168.67;
   125408.03,   153233.51;
   199456.69,   169691.48;
   177020.91,   196189.24;
   127455.06,   146378.91;
   128046.78,   177550.90;
   197179.29,   145134.63;
   164471.36,   199253.03;
   181687.86,   194194.87;
   173467.07,   124439.18;
   130201.03,   140553.12;
   124741.48,   167761.56;
   139685.44,   192002.41;
   144539.28,   195089.50;
   165515.80,   199462.84;
   125907.54,   148780.29;
   126647.92,   146623.42;
   193614.11,   184104.73;
   140009.10,   192596.71;
   182094.00,   194495.07;
   197864.82,   145350.18;
   141403.29,   128569.77;
   161352.45,   199891.48;
   127616.34,   178105.23;
   149434.32,   124444.39;
   200441.14,   152007.54;
   175089.86,   198066.19;
   123521.08,   157624.26;
   146366.54,   125393.01;
   196101.44,   181332.35;
   144699.07,   126086.86;
   157243.81,   200072.26;
   169358.84,   199827.28;
   124664.81,   150275.87;
   183850.40,   194190.61;
   193592.87,   185306.62;
   130352.94,   138312.68;
   141739.17,   127545.83;
   201966.84,   160030.83;
   130280.00,   183950.61;
   150305.26,   123497.56;
   169239.01,   200094.61;
   164115.03,   121556.57;
   156494.58,   121976.92;
   199387.49,   175573.42;
   195381.08,   138986.73;
   127784.37,   180230.55;
   182148.03,   126619.26;
   201293.08,   152611.51;
   199026.30,   145067.13;
   152325.08,   199685.44;
   158346.52,   121380.44;
   124006.48,   149894.23;
   174747.41,   122909.30;
   161047.63,   201242.89;
   145359.03,   124591.39;
   159265.88,   201326.56;
   130533.86,   136416.48;
   165290.80,   201411.76;
   122555.06,   154753.00;
   184175.63,   195327.22;
   122572.54,   154072.24;
   154153.59,   121397.79;
   190234.24,   131466.92;
   203123.33,   160147.61;
   128507.12,   183547.99;
   155767.72,   120929.35;
   183778.34,   195905.19;
   193933.69,   135021.65;
   156865.25,   120611.56;
   182894.27,   125661.50;
   121916.28,   155905.40;
   190236.95,   191204.94;
   134395.29,   131187.94;
   155301.98,   120688.41;
   202337.18,   171328.79;
   123975.54,   146696.18;
   202619.77,   151843.45;
   128581.58,   184805.33;
   134954.39,   191995.76;
   197094.22,   183991.78;
   202148.48,   173503.43;
   140535.36,   196382.52;
   129734.69,   186685.90;
   203872.79,   165198.63;
   202606.63,   149994.17;
   136472.05,   128620.49;
   191917.03,   131590.60;
   170246.66,   120155.49;
   167191.48,   119647.13;
   120846.89,   158192.73;
   169102.41,   202345.20;
   182172.76,   124212.26;
   120855.04,   165074.42;
   176651.05,   200481.46;
   188536.32,   193908.50;
   137197.73,   194485.62;
   202268.17,   147847.97;
   204248.27,   164928.71;
   190573.26,   129929.20;
   121042.53,   153800.98;
   203049.79,   149752.39;
   152208.82,   201943.41;
   199103.05,   181995.83;
   198756.25,   182627.11;
   120591.69,   165893.34;
   194958.47,   188048.54;
   123886.81,   144115.21;
   167122.55,   119161.03;
   182346.43,   123833.81;
   173807.99,   120383.49;
   151506.48,   120291.78;
   127982.83,   185608.14;
   120315.94,   164701.81;
   198109.00,   184177.82;
   188104.37,   127246.66;
   134941.80,   128782.51;
   204919.84,   163439.47;
   203137.00,   148639.52;
   120146.21,   157475.28;
   186724.82,   196039.12;
   158138.12,   203580.27;
   147454.40,   121128.79;
   120387.00,   168280.86;
   132868.21,   191958.77;
   174674.09,   120033.86;
   122718.60,   177106.76;
   205205.73,   165402.87;
   120872.81,   171708.50;
   133049.00,   192491.49;
   196682.24,   134471.82;
   203281.42,   146308.58;
   142180.14,   199440.83;
   191871.51,   129060.91;
   159214.15,   204468.06;
   138541.55,   124739.15;
   134538.84,   127715.16;
   120675.14,   148871.89;
   200256.18,   182885.13;
   138200.27,   197299.32;
   144657.89,   201213.93;
   156248.37,   117649.89;
   127891.53,   133979.92;
   186235.78,   198129.44;
   137030.04,   125158.54;
   206474.88,   165402.80;
   123011.50,   141224.95;
   144573.29,   201565.71;
   185034.78,   199378.29;
   127159.62,   188045.42;
   206428.28,   154009.79;
   153895.30,   117430.53;
   134732.66,   126252.65;
   135638.05,   196683.81;
   134504.04,   195833.73;
   204267.09,   145420.92;
   172689.93,   117658.28;
   167926.65,   205399.13;
   120383.83,   146262.93;
   149075.23,   203754.13;
   202566.78,   140905.07;
   129243.69,   191430.10;
   206424.48,   171243.34;
   183089.52,   201224.07;
   174938.22,   204478.76;
   161213.76,   115951.70;
   141821.08,   201297.86;
   118638.08,   172105.24;
   196802.36,   190605.18;
   154981.19,   205732.12;
   190744.86,   196532.02;
   148710.32,   117914.04;
   207166.87,   153087.99;
   206418.90,   172617.91;
   173553.87,   116984.64;
   129906.01,   129350.76;
   198234.22,   132627.78;
   118351.20,   173086.12;
   157534.12,   115612.57;
   170370.16,   206221.28;
   116948.91,   155216.11;
   139304.87,   121456.56;
   208442.64,   160524.26;
   185871.78,   200668.47;
   173163.40,   116332.73;
   184959.18,   201350.05;
   127823.08,   191477.24;
   145576.17,   203994.31;
   205881.25,   145423.05;
   172753.40,   206082.44;
   149821.98,   205491.92;
   196214.91,   192721.59;
   196449.08,   192482.94;
   155965.82,   115323.94;
   130645.99,   127539.20;
   116945.45,   152965.73;
   189757.58,   198505.60;
   208266.74,   168266.89;
   206312.22,   146031.67;
   187776.24,   122269.26;
   208587.34,   156077.62;
   186159.10,   121161.34;
   130874.01,   127107.70;
   123425.60,   186253.11;
   208861.00,   157659.91;
   151404.76,   206277.08;
   187016.92,   200646.83;
   126917.21,   131109.62;
   188858.53,   122747.10;
   120046.12,   141964.46;
   203538.12,   183125.20;
   145372.41,   204420.50;
   159742.27,   114607.02;
   118284.68,   175782.68;
   183854.73,   202544.74;
   197561.12,   191929.53;
   204018.72,   182829.38;
   136559.66,   122060.13;
   153382.16,   115090.18;
   129728.38,   194687.02;
   162553.61,   208035.41;
   164222.90,   114197.99;
   184359.22,   202740.64;
   185174.37,   119890.74;
   207334.96,   175392.30;
   115509.04,   158564.63;
   122014.66,   137067.28;
   187653.72,   121274.43;
   209660.38,   162204.67;
   125984.06,   131219.53;
   200567.54,   189393.16;
   131424.86,   125258.49;
   193711.85,   196838.63;
   208981.59,   151581.95;
   158456.88,   113807.50;
   150276.58,   115172.55;
   140955.22,   118720.57;
   136944.15,   201250.65;
   165020.67,   208670.82;
   209365.68,   169682.27;
   115014.16,   165706.31;
   139280.54,   119416.03;
   142786.26,   117643.22;
   172449.25,   207809.30;
   205315.93,   182318.41;
   167355.55,   113515.97;
   171564.45,   208125.58;
   162554.77,   209014.47;
   208279.29,   146784.10;
   153196.73,   208172.11;
   134579.15,   200147.52;
   176643.78,   115200.58;
   205275.89,   182974.74;
   124874.25,   191103.93;
   167179.80,   209027.26;
   204007.03,   185515.72;
   182731.46,   204911.27;
   145686.54,   206493.08;
   120075.92,   184434.27;
   123540.27,   132345.84;
   171434.57,   208710.09;
   168433.46,   112999.68;
   128512.29,   195700.52;
   203079.62,   187715.83;
   202143.28,   132950.58;
   173648.96,   113770.27;
   159523.21,   209661.78;
   174014.91,   113832.56;
   195464.30,   196905.48;
   140181.64,   204349.89;
   204538.48,   136490.16;
   150369.99,   208331.69;
   116620.55,   144556.66;
   189515.59,   120466.30;
   133772.51,   200564.07;
   175265.22,   208221.54;
   143141.80,   116252.92;
   194237.93,   198280.14;
   200925.33,   130754.01;
   151585.06,   113319.55;
   133219.66,   200485.47;
   192982.06,   122556.53;
   183904.58,   116852.67;
   115927.33,   176851.54;
   161518.10,   111928.92;
   182820.97,   205918.18;
   123607.68,   130950.63;
   205221.97,   185622.31;
   201294.26,   130625.58;
   113927.80,   170009.46;
   152434.58,   209478.07;
   211823.99,   157368.50;
   121795.69,   189521.04;
   199770.97,   128229.75;
   124249.54,   192836.81;
   210068.58,   175509.72;
   164713.82,   111436.00;
   195620.10,   198255.94;
   116194.60,   142830.69;
   210387.23,   174851.60;
   112804.44,   165966.33;
   166532.07,   111317.86;
   132565.08,   201180.40;
   146379.71,   113675.57;
   139614.08,   205693.40;
   115204.74,   144383.65;
   115387.13,   178689.72;
   153714.46,   210705.07;
   200108.29,   194664.45;
   148380.51,   112696.99;
   116967.67,   182823.58;
   182494.16,   114782.62;
   124614.90,   194423.64;
   163887.93,   110649.86;
   212827.03,   156422.13;
   184068.12,   115393.57;
   197413.56,   197721.26;
   150584.08,   111918.78;
   178842.42,   113184.15;
   173536.50,   111677.74;
   209692.31,   142721.91;
   116876.51,   139058.86;
   173200.32,   111508.81;
   111943.49,   156788.17;
   196200.38,   123147.81;
   158653.05,   211759.39;
   111966.83,   155855.62;
   208521.66,   139459.68;
   131160.64,   121046.65;
   159623.99,   211973.25;
   111723.90,   156631.63;
   114149.73,   177244.71;
   200574.05,   127173.14;
   213048.52,   167896.59;
   212108.06,   149208.41;
   169631.67,   211632.78;
   122654.56,   192985.70;
   111382.84,   160796.66;
   204730.02,   190086.42;
   120100.45,   189845.16;
   121228.11,   191593.63;
   121352.23,   130421.65;
   171596.67,   110529.10;
   111092.14,   159025.78;
   130528.88,   120792.30;
   175809.99,   210841.05;
   130400.92,   201374.18;
   113327.55,   176408.18;
   212332.67,   174143.40;
   201734.15,   194493.16;
   133768.97,   118282.32;
   212140.74,   147063.93;
   111992.34,   150519.38;
   171579.46,   110267.70;
   213373.16,   170063.85;
   155655.12,   212308.03;
   165368.26,   212770.00;
   121179.46,   129949.68;
   160630.15,   109297.14;
   191997.27,   118441.47;
   182759.51,   208912.11;
   159596.55,   212953.73;
   135807.06,   116542.59;
   206707.68,   133818.19;
   202477.19,   127808.86;
   214589.44,   161073.12;
   176374.56,   211317.41;
   165980.57,   108970.83;
   121204.40,   193186.37;
   214779.88,   163583.28;
   119452.97,   131332.55;
   171654.58,   109547.38;
   205197.88,   191423.66;
   119635.50,   131005.35;
   131377.89,   203264.26;
   214615.80,   155056.02;
   112287.45,   145872.71;
   153748.05,   212843.24;
   127731.87,   200416.74;
   168002.33,   213341.65;
   122449.09,   195164.36;
   152811.06,   212800.31;
   214026.53,   171919.00;
   189163.59,   115597.22;
   213017.83,   176281.27;
   180778.26,   210656.24;
   172510.39,   213005.87;
   146605.70,   211530.76;
   185314.67,   208803.85;
   209588.66,   185190.40;
   150211.82,   212547.33;
   208591.33,   135159.63;
   111446.15,   147229.14;
   119800.45,   129864.59;
   138942.82,   113703.07;
   206129.27,   191107.59;
   110653.98,   150035.67;
   133334.60,   116798.39;
   213635.81,   175270.66;
   194940.76,   119094.67;
   215239.48,   154728.93;
   116697.66,   188030.08;
   125395.38,   123067.85;
   206577.07,   131421.61;
   135448.85,   115335.00;
   118933.60,   130616.65;
   183993.46,   209774.65;
   187352.16,   114042.46;
   211905.04,   141253.48;
   192018.84,   205435.33;
   167424.42,   108060.54;
   214490.40,   149370.15;
   124790.64,   198804.22;
   186750.51,   113598.07;
   197131.25,   201842.10;
   116300.20,   134193.21;
   114926.45,   185626.42;
   196670.39,   202327.26;
   175568.58,   109128.17;
   136523.40,   207992.54;
   207994.57,   132727.24;
   198332.98,   201058.71;
   110236.90,   148622.75;
   122019.64,   196490.41;
   114485.57,   185345.63;
   200309.27,   122833.80;
   109388.53,   152532.31;
   214749.19,   174048.29;
   158823.63,   107383.92;
   110957.83,   145210.46;
   201793.75,   198140.09;
   155114.66,   107482.48;
   204025.13,   126354.78;
   118155.59,   129838.15;
   124535.88,   199887.87;
   170881.39,   214757.82;
   190776.01,   207497.34;
   212364.57,   139522.67;
   140063.85,   111611.35;
   203587.18,   196742.58;
   172471.11,   107580.34;
   156969.29,   215283.71;
   165697.39,   215510.35;
   140312.02,   111266.14;
   215644.65,   173457.16;
   151313.86,   107645.92;
   146748.71,   108758.57;
   198549.91,   119997.20;
   204955.88,   126597.69;
   207383.92,   192461.47;
   107776.27,   163345.14;
   107797.85,   164738.59;
   216916.11,   154284.06;
   113172.96,   185200.06;
   173544.29,   214901.74;
   203499.79,   197719.74;
   196547.07,   117885.66;
   110695.20,   142548.50;
   193441.41,   206684.60;
   195032.59,   116641.22;
   185457.72,   111015.71;
   131845.64,   206898.77;
   171972.33,   106760.61;
   195740.68,   205178.15;
   168948.13,   215931.51;
   198170.91,   118939.21;
   116858.97,   192231.39;
   108297.42,   171794.90;
   169033.24,   215971.15;
   215767.73,   176119.83;
   215823.38,   176179.51;
   108070.05,   171920.50;
   107400.51,   167739.43;
   136710.67,   210285.04;
   108629.10,   174707.65;
   151581.23,   106613.83;
   114382.11,   188923.15;
   177331.40,   107530.25;
   107419.79,   153474.85;
   198296.42,   118545.46;
   194136.94,   206858.75;
   182012.22,   109005.92;
   198199.78,   203784.31;
   187652.09,   210771.89;
   185620.98,   110460.25;
   191596.44,   113481.44;
   180978.58,   213791.82;
   107620.57,   150633.93;
   127118.99,   204356.51;
   128402.41,   116736.87;
   117304.07,   194119.42;
   112242.00,   136448.00;
   190047.37,   209849.03;
   218251.11,   155929.07;
   152711.82,   105945.59;
   135965.58,   210459.32;
   177264.65,   107008.50;
   108795.89,   144828.98;
   207317.33,   127262.44;
   110143.54,   140622.53;
   112957.95,   187715.39;
   155512.46,   105269.16;
   186995.09,   110376.81;
   218433.09,   168529.13;
   125401.80,   118582.25;
   218343.46,   169260.25;
   161828.91,   217554.08;
   187016.27,   110217.44;
   161322.41,   217579.13;
   208844.59,   128781.39;
   202107.67,   201432.60;
   171957.95,   105322.56;
   218633.67,   153871.21;
   137500.36,   211886.81;
   113850.62,   190059.73;
   209878.65,   192238.28;
   198408.59,   204998.70;
   162824.04,   217882.00;
   153328.41,   217187.45;
   131773.12,   208955.01;
   163479.69,   218000.42;
   202707.61,   120764.39;
   160321.51,   104189.88;
   110043.45,   183329.93;
   142882.94,   107579.72;
   108952.89,   141474.48;
   208815.79,   127746.58;
   199386.15,   204685.45;
   207730.12,   126195.70;
   121119.65,   121704.27;
   131536.22,   113083.16;
   181174.92,   107080.54;
   189055.09,   211737.24;
   149476.13,   216791.61;
   107907.19,   144011.66;
   218879.03,   170921.11;
   148194.40,   105652.68;
   124693.98,   118089.04;
   156475.54,   104145.30;
   105224.22,   158829.01;
   212744.82,   188721.42;
   164101.69,   103761.96;
   207146.54,   125062.73;
   207026.28,   197306.72;
   213519.60,   134821.38;
   179297.53,   106191.47;
   216781.17,   179888.21;
   145217.29,   106319.03;
   105846.34,   151558.82;
   149006.29,   216991.59;
   174485.91,   217399.64;
   206530.80,   198235.13;
   215606.29,   138783.78;
   108880.84,   182216.23;
   191704.24,   111366.13;
   213974.55,   187323.14;
   106041.80,   148612.99;
   214502.55,   186531.61;
   104629.46,   162818.79;
   142308.32,   106811.90;
   195544.54,   208685.84;
   177426.72,   105126.39;
   194472.68,   209463.49;
   164278.48,   219067.37;
   120025.94,   200612.25;
   137919.17,   213682.26;
   123844.11,   204412.67;
   112470.40,   190572.14;
   176870.78,   217382.34;
   220184.40,   168180.74;
   210456.54,   193943.98;
   191171.23,   110514.10;
   205436.94,   200345.73;
   106629.27,   144691.64;
   161910.43,   102853.13;
   129794.17,   209346.61;
   177079.12,   104660.83;
   106844.88,   143550.34;
   183776.81,   106756.56;
   120870.79,   120178.08;
   106150.12,   145666.12;
   114819.69,   194898.20;
   179795.40,   216939.53;
   105767.58,   146987.46;
   105008.28,   171888.92;
   220637.33,   167993.79;
   142046.29,   106102.19;
   120486.67,   120135.75;
   175589.60,   103897.10;
   109272.14,   185904.59;
   221250.27,   161538.34;
   193542.65,   111164.83;
   219646.04,   147188.45;
   110658.84,   133156.21;
   142294.38,   105730.85;
   216483.30,   137391.84;
   171151.50,   102764.45;
   113590.96,   194223.43;
   199338.31,   207338.15;
   206124.14,   201126.68;
   220670.47,   150085.69;
   107885.50,   183985.41;
   186364.10,   215371.93;
   118743.30,   201124.87;
   117137.62,   122815.96;
   103085.11,   160141.60;
   200594.25,   206723.50;
   126389.78,   113881.15;
   216086.61,   135335.28;
   213124.78,   192301.93;
   182888.25,   216967.17;
   189796.33,   213942.43;
   197027.52,   112582.58;
   214144.74,   190799.07;
   154373.14,   101944.08;
   105841.84,   180008.80;
   102900.89,   156968.50;
   165533.86,   101426.40;
   125466.52,   114127.13;
   102702.73,   162942.79;
   110645.44,   131253.56;
   221222.36,   172612.32;
   105666.74,   180276.46;
   219784.56,   178942.26;
   158892.06,   101165.15;
   217843.21,   137734.97;
   179550.20,   103494.31;
   138831.86,   105855.80;
   176793.39,   219502.70;
   102729.56,   154584.80;
